"Base Word",Guideword,Level,"Part of Speech",YLE,YLE
fly,"MOVE THROUGH AIR",A2,verb,Starters,
friend,INTERNET,A2,noun,Starters,
get,OBTAIN,A1,verb,Starters,
get,RECEIVE,A1,verb,Starters,
have,POSSESS,A1,verb,Starters,
glove,,A2,noun,Flyers,
file,INFORMATION,A2,noun,Flyers,
guess,,B1,noun,Flyers,
guess,ANSWER/OPINION,A2,verb,Flyers,
glass,SUBSTANCE,A1,noun,Flyers,
history,SUBJECT,A2,noun,Flyers,
gym,EXERCISES,B1,noun,Flyers,
fork,,A2,noun,Flyers,
fridge,,A2,noun,Flyers,
honey,,A2,noun,Flyers,
flour,,B1,noun,Flyers,
gate,STRUCTURE,A2,noun,Flyers,
"fire station",,B1,noun,Flyers,
gym,BUILDING,B1,noun,Flyers,
hill,,A2,noun,Flyers,
geography,,A2,noun,Flyers,
gold,,A2,noun,Flyers,
fog,,A2,noun,Flyers,
hear,LISTEN,A2,verb,Flyers,
fetch,,B1,verb,Flyers,
finish,COMPLETE,A1,verb,Flyers,
hear,"RECEIVE SOUND",A1,verb,Flyers,
follow,GO,A2,verb,Flyers,
hurry,,A2,verb,Flyers,
improve,,A2,verb,Flyers,
hate,,A2,verb,Flyers,
hope,"WANT TO HAPPEN",A2,verb,Flyers,
husband,,A1,noun,Flyers,
golf,,A2,noun,Flyers,
file,COMPUTER,A2,noun,Flyers,
factory,,A1,noun,Flyers,
hotel,,A1,noun,Flyers,
hour,"60 MINUTES",A1,noun,Flyers,
festival,CELEBRATION,B1,noun,Flyers,
fire,"NATURAL HEAT",B1,noun,Flyers,
flag,,B1,noun,Flyers,
hole,,B1,noun,Flyers,
glue,,C2,noun,Flyers,
February,,A1,noun,Flyers,
fire,FLAMES,A2,noun,Flyers,
history,PAST,A2,noun,Flyers,
finish,END,A1,verb,Flyers,
happen,"HAVE EXISTENCE",A2,verb,Flyers,
happen,RESULT,A2,verb,Flyers,
forget,"NOT BRING",A2,verb,Flyers,
hurt,"BE PAINFUL",A2,verb,Movers,
have,"BE ILL",A1,verb,Movers,
helmet,,B2,noun,Movers,
homework,,A1,noun,Movers,
glass,CONTAINER,A1,noun,Movers,
farm,,A1,noun,Movers,
floor,BUILDING,A2,noun,Movers,
field,LAND,A2,noun,Movers,
grass,,A1,noun,Movers,
ice,,A2,noun,Movers,
forest,,A2,noun,Movers,
grow,PLANT,A2,verb,Movers,
fall,"MOVE DOWN",A2,verb,Movers,
fish,,B1,verb,Movers,
hide,PERSON,B1,verb,Movers,
fix,REPAIR,B1,verb,Movers,
hide,THING,B1,verb,Movers,
help,"DO PART OF WORK",A1,verb,Movers,
help,"PROVIDE WHAT IS NEEDED",A2,verb,Movers,
grown-up,,B2,noun,Movers,
granddaughter,,A2,noun,Movers,
grandparent,,A2,noun,Movers,
grandson,,A2,noun,Movers,
goal,POINT,A2,noun,Movers,
goal,AREA,A2,noun,Movers,
field,"SPORTS GROUND",B1,noun,Movers,
holiday,VISIT,A1,noun,Movers,
holiday,"NO WORK/SCHOOL",A1,noun,Movers,
idea,SUGGESTION,A2,noun,Movers,
Friday,,A1,noun,Movers,
hospital,,A1,noun,Movers,
grow,DEVELOP,A2,verb,Movers,
hop,"ONE FOOT",C2,verb,Movers,
hurt,"CAUSE PAIN",A2,verb,Movers,
feed,"GIVE FOOD",B1,verb,Movers,
eyesight,,B2,noun,,
"health care",,C1,noun,,
fever,ILLNESS,B1,noun,,
"immune system",,C2,noun,,
faint,,B2,verb,,
freeze,PERSON,B2,verb,,
have,BABY,A2,verb,,
heal,,B2,verb,,
heel,"SHOE PART",B1,noun,,
hood,,B2,noun,,
gear,EQUIPMENT,B2,noun,,
form,DOCUMENT,A2,noun,,
"ID card",,A2,noun,,
figure,NUMBER,B1,noun,,
form,GRAMMAR,B1,noun,,
"full stop",,B1,noun,,
"identity card",,B1,noun,,
fight,ARGUMENT,B2,noun,,
"first language",,B2,noun,,
graph,,B2,noun,,
handout,,B2,noun,,
hint,SUGGESTION,B2,noun,,
hint,ADVICE,B2,noun,,
hyphen,,B2,noun,,
idiom,,B2,noun,,
groan,,C2,noun,,
grammar,,A2,noun,,
feedback,,B2,noun,,
fluency,,B2,noun,,
gossip,,B2,noun,,
ID,,A2,noun,,
implication,SUGGESTION,C2,noun,,
fight,ARGUE,B2,verb,,
gossip,,B2,verb,,
groan,,C2,verb,,
give,TELL,A2,verb,,
get,TELEPHONE/DOOR,B1,verb,,
greet,WELCOME,B1,verb,,
guarantee,,B2,verb,,
highlight,,B2,verb,,
highlight,NOTICE,B2,verb,,
indicate,SAY,B2,verb,,
illustrate,EXPLAIN,C1,verb,,
imply,"NOT DIRECT",C2,verb,,
forgive,"NOT BE ANGRY",B1,verb,,
hear,"BE TOLD",B1,verb,,
gang,CRIMINALS,B2,noun,,
guilt,ILLEGAL,B2,noun,,
gram,,A2,noun,,
foot,MEASUREMENT,B1,noun,,
inch,MEASUREMENT,B1,noun,,
fake,COPY,C2,noun,,
green,,A2,noun,,
grey,,A2,noun,,
height,"HOW FAR UP",B1,noun,,
increase,RISE,B2,noun,,
increase,,B1,verb,,
form,"SCHOOL GROUP",B1,noun,,
grade,,B1,noun,,
field,"AREA OF STUDY",B2,noun,,
graduate,,B2,noun,,
graduate,,B2,verb,,
fail,EXAM,A2,verb,,
"frying pan",,B1,noun,,
grill,"IN KITCHEN",B1,noun,,
feast,,C1,noun,,
"fast food",,A2,noun,,
garlic,,A2,noun,,
ham,,A2,noun,,
hunger,"NEED FOR FOOD",B1,noun,,
fibre,,C1,noun,,
flavour,TASTE,B1,noun,,
fat,,B2,noun,,
grill,,B1,verb,,
freeze,FOOD,B1,verb,,
fry,,B1,verb,,
garage,BUILDING,A2,noun,,
frame,BORDER,B1,noun,,
hut,,B1,noun,,
fence,,B2,noun,,
frame,STRUCTURE,B2,noun,,
hook,,B2,noun,,
furniture,,A2,noun,,
flesh,BODY,C2,noun,,
facilities,,B1,noun,,
"the first floor",,B1,noun,,
"the ground floor",,B1,noun,,
fee,,B1,noun,,
grant,,B1,noun,,
fortune,MONEY,B2,noun,,
fund,,C1,noun,,
finance,"CONTROL OF MONEY",B2,noun,,
fund,,C1,verb,,
flood,WATER,B1,noun,,
forecast,,B1,noun,,
hedge,,B2,noun,,
habitat,,C1,noun,,
iceberg,ICE,C1,noun,,
heat,,B1,noun,,
"global warming",,B2,noun,,
ground,SOIL,B2,noun,,
hail,,C2,noun,,
frost,,B2,noun,,
gas,SUBSTANCE,B2,noun,,
harvest,,B2,noun,,
flood,"COVER WITH WATER",B1,verb,,
freeze,ICE,B1,verb,,
fight,"PHYSICAL FORCE",B1,noun,,
hug,,B1,noun,,
fight,EFFORT,B2,noun,,
glance,"QUICK LOOK",B2,noun,,
go,ATTEMPT,B2,noun,,
help,"WHEN SOMEONE HELPS",A2,noun,,
housework,,B1,noun,,
habit,"REGULAR ACTIVITY",B1,noun,,
grip,HOLD,B2,noun,,
hold,SUPPORT,B2,noun,,
gaze,,C2,noun,,
fight,"TRY TO ACHIEVE",B2,verb,,
freeze,"NOT MOVE",B2,verb,,
hesitate,PAUSE,B2,verb,,
giggle,,C2,verb,,
glare,,C2,verb,,
grin,SMILE,C2,verb,,
find,"DISCOVER BY CHANCE",A2,verb,,
finish,"USE COMPLETELY",B1,verb,,
follow,OBEY,B1,verb,,
form,COMBINE,B1,verb,,
give,DO,B1,verb,,
hand,GIVE,B1,verb,,
handle,"DEAL WITH",B1,verb,,
hit,TOUCH,B1,verb,,
hold,"KEEP IN POSITION",B1,verb,,
hold,ORGANIZE,B1,verb,,
hug,,B1,verb,,
imagine,"FORM PICTURE",B1,verb,,
fit,"PUT IN POSITION",B2,verb,,
fix,DECIDE,B2,verb,,
forbid,,B2,verb,,
force,"GIVE NO CHOICE",B2,verb,,
found,START,B2,verb,,
free,,B2,verb,,
gather,COLLECT,B2,verb,,
grip,HOLD,B2,verb,,
guard,PROTECT,B2,verb,,
guard,WATCH,B2,verb,,
identify,RECOGNIZE,B2,verb,,
identify,DISCOVER,B2,verb,,
ignore,,B2,verb,,
implement,,B2,verb,,
grasp,HOLD,C1,verb,,
imitate,,C1,verb,,
impose,"RULE/TAX, ETC.",C1,verb,,
impose,BELIEF,C1,verb,,
force,"USE POWER",C2,verb,,
haul,,C2,verb,,
fill,"MAKE FULL",A2,verb,,
face,DIRECTION,B1,verb,,
fasten,CLOSE/FIX,B1,verb,,
fight,"USE FORCE",B1,verb,,
fold,,B1,verb,,
grab,"TAKE WITH HAND",B1,verb,,
hang,FASTEN,B1,verb,,
fight,"JOIN WAR",B2,verb,,
fight,"TRY TO STOP",B2,verb,,
fire,SHOOT,B2,verb,,
gather,"COME TOGETHER",B2,verb,,
hunt,SEARCH,B2,verb,,
flee,,C1,verb,,
form,SHAPE,C2,verb,,
haircut,,B1,noun,,
feature,FACE,B2,noun,,
figure,PERSON,B2,noun,,
fringe,HAIR,C2,noun,,
grow,HAIR,B1,verb,,
favourite,"LIKED BEST",B1,noun,,
fool,PERSON,B1,noun,,
head,MIND,B1,noun,,
hero,"BRAVE PERSON",B1,noun,,
idea,OPINION,B1,noun,,
figure,"TYPE OF PERSON",B2,noun,,
gentleman,,B2,noun,,
idiot,,B2,noun,,
extrovert,,C1,noun,,
fake,PERSON,C2,noun,,
fanatic,,C2,noun,,
faith,TRUST,B2,noun,,
fame,,B2,noun,,
force,POWER,B2,noun,,
grief,SADNESS,B2,noun,,
guilt,FEELING,B2,noun,,
honesty,QUALITY,B2,noun,,
honour,RESPECT,B2,noun,,
horror,FEELING,B2,noun,,
humour,,B2,noun,,
hatred,,C1,noun,,
hypocrisy,,C2,noun,,
fear,"BAD FEELING",B1,noun,,
heart,EMOTIONS,B1,noun,,
hope,,B1,noun,,
freedom,"BEING ALLOWED",B2,noun,,
image,PUBLIC,B2,noun,,
honour,PRIDE,B2,noun,,
fancy,WANT,B1,verb,,
face,ACCEPT,B2,verb,,
fear,"BE WORRIED",B2,verb,,
fear,"BE FRIGHTENED OF",B2,verb,,
feel,"BE AWARE",B2,verb,,
impress,,B2,verb,,
feel,"THINK/HAVE OPINION",B1,verb,,
hurt,EMOTION,B1,verb,,
girlfriend,ROMANCE,A2,noun,,
grandchild,,A2,noun,,
guest,VISITOR,A2,noun,,
girlfriend,FRIEND,B1,noun,,
groom,,B1,noun,,
father-in-law,,B2,noun,,
funeral,,B2,noun,,
gang,"YOUNG PEOPLE",B2,noun,,
host,PERSON,B2,noun,,
final,,B1,noun,,
go,OPPORTUNITY,B1,noun,,
favourite,"LIKELY TO WIN",C2,noun,,
foul,,C2,noun,,
gymnastics,,B1,noun,,
"ice hockey",,B1,noun,,
"extreme sports",,B1,noun,,
guarantee,,B2,noun,,
goods,,B1,noun,,
hold,COMPETITION,B2,verb,,
folder,"ON COMPUTER",B1,noun,,
"hard drive",,B2,noun,,
hit,INTERNET,B2,noun,,
icon,COMPUTER,B2,noun,,
hardware,,B1,noun,,
failure,"STOP WORKING",B2,noun,,
flash,CAMERA,B2,noun,,
fail,"STOP WORKING",B2,verb,,
go,WORKING,C2,verb,,
generate,"MAKE ENERGY",B2,verb,,
Google,,B2,verb,,
flight,JOURNEY,A2,noun,,
guest,HOTEL,A2,noun,,
guidebook,,A2,noun,,
ferry,,B1,noun,,
garage,BUSINESS,B1,noun,,
gate,AIRPORT,B1,noun,,
harbour,,B1,noun,,
horn,SOUND,B2,noun,,
go,LEAD,B1,verb,,
fly,TAKE/SEND,C2,verb,,
guide,PERSON,A2,noun,,
firm,,B1,noun,,
guard,"PERSON WHO PROTECTS",B1,noun,,
head,ORGANIZATION/DEPARTMENT,B1,noun,,
industry,"TYPE OF BUSINESS",B1,noun,,
fisherman,,B2,noun,,
giant,ORGANIZATION,C2,noun,,
industry,PRODUCTION,B2,noun,,
head,LEADER,B2,verb,,
haunt,MEMORY/FEELING,B2,verb,,
indifference,,C2,noun,,
inconvenience,,C1,noun,,
inclusion,,C1,noun,,
impossibility,,C2,noun,,
inequality,,C2,noun,,
inability,,C1,noun,,
import,,B2,verb,,
inaccuracy,,C1,noun,,
importance,,B1,noun,,
headteacher,,A2,noun,,
foreigner,,B1,noun,,
hairdresser,,B1,noun,,
hairdryer,,B1,noun,,
gardener,,B2,noun,,
follower,,C2,noun,,
founder,,C2,noun,,
further,,C2,verb,,
gardening,,B2,noun,,
hunting,,B2,noun,,
housing,,C1,noun,,
generation,PEOPLE,B1,noun,,
generation,TIME,B2,noun,,
generation,PRODUCT,B2,noun,,
foundation,ORGANIZATION,C1,noun,,
foundation,IDEA,C2,noun,,
fraction,,C2,noun,,
imitation,,C2,noun,,
foundation,START,C1,noun,,
industrialization,,C1,noun,,
implementation,,C2,noun,,
generalization,,C1,noun,,
indication,EXIST,C1,noun,,
hesitation,,C2,noun,,
illustration,EXPLAIN,C2,noun,,
inclination,,C2,noun,,
indication,INTENTION,C2,noun,,
impression,EFFECT,B2,noun,,
guitarist,,B1,noun,,
facility,,B2,noun,,
flexibility,,B2,noun,,
humanity,"ALL PEOPLE",C1,noun,,
humanity,"BEING HUMAN",C2,noun,,
individuality,,C2,noun,,
identity,CHARACTERISTICS,B2,noun,,
imperative,,B2,noun,,
generalize,,C1,verb,,
improvement,CHANGE,B1,noun,,
harassment,,C1,noun,,
fulfilment,"SOMETHING DONE",C2,noun,,
improvement,BETTER,B1,noun,,
friendliness,,B2,noun,,
fairness,,C1,noun,,
forgiveness,,C2,noun,,
goodness,,C2,noun,,
homelessness,,C2,noun,,
indicator,,C2,noun,,
hardship,,C1,noun,,
gambling,,B2,noun,,
fact,"TRUE THING",A2,noun,,
fan,PERSON,A2,noun,,
"first name",,A2,noun,,
folder,"FOR PAPERS",A2,noun,,
gift,"THING GIVEN",A2,noun,,
head,SCHOOL,A2,noun,,
housewife,,A2,noun,,
fair,EVENT,B1,noun,,
fan,MACHINE/OBJECT,B1,noun,,
fare,,B1,noun,,
favour,HELP,B1,noun,,
fifth,,B1,noun,,
figure,"BODY SHAPE",B1,noun,,
film-maker,,B1,noun,,
fine,,B1,noun,,
finish,"LAST PART",B1,noun,,
firework,,B1,noun,,
floor,AREA,B1,noun,,
fountain,,B1,noun,,
gap,SPACE,B1,noun,,
goal,AIM,B1,noun,,
ground,"AREA OF LAND",B1,noun,,
guide,BOOK,B1,noun,,
gun,,B1,noun,,
handkerchief,,B1,noun,,
herb,,B1,noun,,
hit,SUCCESS,B1,noun,,
honeymoon,,B1,noun,,
hostel,,B1,noun,,
"indefinite article",,B1,noun,,
factor,,B2,noun,,
faith,RELIGION,B2,noun,,
fate,"WHAT HAPPENS",B2,noun,,
fault,PROBLEM,B2,noun,,
fault,"BAD QUALITY",B2,noun,,
feature,PART,B2,noun,,
female,,B2,noun,,
flame,,B2,noun,,
flash,"BRIGHT LIGHT",B2,noun,,
force,GROUP,B2,noun,,
form,TYPE,B2,noun,,
function,PURPOSE,B2,noun,,
gap,DIFFERENCE,B2,noun,,
gap,"ABSENT THING",B2,noun,,
gap,TIME,B2,noun,,
grave,,B2,noun,,
hair,"SINGLE PIECE",B2,noun,,
hammer,,B2,noun,,
handle,,B2,noun,,
heart,SHAPE,B2,noun,,
highlight,,B2,noun,,
icon,"FAMOUS PERSON/THING",B2,noun,,
immigrant,,B2,noun,,
incident,,B2,noun,,
individual,PERSON,B2,noun,,
fair,"SHOW OF GOODS/SERVICES",C1,noun,,
figure,AMOUNT,C1,noun,,
figure,PICTURE,C1,noun,,
flaw,,C1,noun,,
fleet,SHIPS,C1,noun,,
fleet,VEHICLES,C1,noun,,
footstep,,C1,noun,,
format,,C1,noun,,
formula,METHOD,C1,noun,,
formula,RULE,C1,noun,,
function,EVENT,C1,noun,,
gadget,,C1,noun,,
gathering,,C1,noun,,
genius,PERSON,C1,noun,,
gerund,,C1,noun,,
gesture,MOVEMENT,C1,noun,,
gesture,ACTION,C1,noun,,
giant,"IMAGINARY MAN",C1,noun,,
gift,ABILITY,C1,noun,,
glimpse,,C1,noun,,
grill,"OVER FIRE",C1,noun,,
hazard,,C1,noun,,
heading,,C1,noun,,
historian,,C1,noun,,
home,CARE,C1,noun,,
idol,PERSON,C1,noun,,
implication,EFFECT,C1,noun,,
feat,,C2,noun,,
field,"CONTAINING SUBSTANCE",C2,noun,,
filter,,C2,noun,,
fireplace,,C2,noun,,
flash,"SUDDEN EXPERIENCE",C2,noun,,
flood,AMOUNT,C2,noun,,
forgery,COPY,C2,noun,,
framework,,C2,noun,,
fraud,TRICK,C2,noun,,
fringe,EDGE,C2,noun,,
frown,,C2,noun,,
future,"WHAT WILL HAPPEN",C2,noun,,
gamble,,C2,noun,,
gasp,,C2,noun,,
glare,LOOK,C2,noun,,
grin,,C2,noun,,
gulf,,C2,noun,,
head,FRONT/TOP,C2,noun,,
heir,,C2,noun,,
hierarchy,,C2,noun,,
horizon,,C2,noun,,
horn,MUSIC,C2,noun,,
host,TELEVISION,C2,noun,,
hostage,PERSON,C2,noun,,
hypothesis,,C2,noun,,
idol,GOD,C2,noun,,
illusion,DIFFERENT,C2,noun,,
image,IDEA,C2,noun,,
impulse,FEELING,C2,noun,,
individual,SPECIAL,C2,noun,,
gas,FUEL,A2,noun,,
fashion,BUSINESS,B1,noun,,
handball,,B1,noun,,
fact,"REAL THINGS",B2,noun,,
faith,"STRONG BELIEF",B2,noun,,
fate,POWER,B2,noun,,
genetics,,B2,noun,,
good,HELP,B2,noun,,
harm,HURT,B2,noun,,
harmony,PEACE,B2,noun,,
heaven,"AFTER LIFE",B2,noun,,
hunger,"NOT ENOUGH FOOD",B2,noun,,
friction,,C1,noun,,
geology,,C1,noun,,
glamour,,C1,noun,,
globalization,,C1,noun,,
glory,PRAISE,C1,noun,,
glory,QUALITY,C1,noun,,
grace,MOVEMENT,C1,noun,,
greed,,C1,noun,,
hate,,C1,noun,,
hygiene,,C1,noun,,
fever,EXCITEMENT,C2,noun,,
fire,SHOOTING,C2,noun,,
flair,STYLE,C2,noun,,
focus,,C2,noun,,
forgery,CRIME,C2,noun,,
fraud,CRIME,C2,noun,,
genius,QUALITY,C2,noun,,
glare,LIGHT,C2,noun,,
good,"MORALLY RIGHT",C2,noun,,
grace,POLITENESS,C2,noun,,
heritage,,C2,noun,,
implication,INVOLVEMENT,C2,noun,,
fashion,"POPULAR STYLE",A2,noun,,
fuel,,B1,noun,,
height,"HOW TALL",B1,noun,,
failure,"NO SUCCESS",B2,noun,,
fantasy,,B2,noun,,
fortune,LUCK,B2,noun,,
gender,GRAMMAR,B2,noun,,
habit,"BAD ACTIVITY",B2,noun,,
income,,B2,noun,,
fabric,,C1,noun,,
gain,INCREASE,C1,noun,,
famine,,C2,noun,,
fluid,,C2,noun,,
force,INFLUENCE,C2,noun,,
fragrance,,C2,noun,,
gain,"SOMETHING OBTAINED",C2,noun,,
guarantee,PROMISE,C2,noun,,
illusion,"FALSE IDEA",C2,noun,,
incentive,,C2,noun,,
"human rights",,B2,noun,,
fumes,,C1,noun,,
grounds,REASON,C2,noun,,
grounds,LAND,C2,noun,,
"the first person",,B2,noun,,
help,"THING THAT HELPS",B2,noun,,
flair,ABILITY,C1,noun,,
flow,MOVEMENT,C1,noun,,
hunger,WISH,C1,noun,,
idea,AIM,C1,noun,,
field,"IN RACE/BUSINESS",C2,noun,,
film,LAYER,C2,noun,,
flavour,QUALITY,C2,noun,,
glow,LIGHT,C2,noun,,
glow,SKIN,C2,noun,,
grasp,UNDERSTAND,C2,noun,,
grasp,HOLD,C2,noun,,
grasp,ACHIEVE,C2,noun,,
fall,"BECOME LOWER",B1,verb,,
float,"MOVE IN AIR",B1,verb,,
flow,,B1,verb,,
go,DISAPPEAR,B1,verb,,
go,MATCH,B1,verb,,
grow,INCREASE,B1,verb,,
hitchhike,,B1,verb,,
fail,"NOT SUCCEED",B2,verb,,
go,TIME,B2,verb,,
feed,"EAT FOOD",C1,verb,,
hop,"MOVE QUICKLY",C1,verb,,
fall,"BE DEFEATED",C2,verb,,
fall,"BECOME WORSE",C2,verb,,
fall,"HANG DOWN",C2,verb,,
flourish,,C2,verb,,
fluctuate,,C2,verb,,
fly,TIME,C2,verb,,
frown,"SHOW ANGER",C2,verb,,
gasp,"MAKE NOISE",C2,verb,,
gasp,"BREATHE WITH DIFFICULTY",C2,verb,,
gesture,,C2,verb,,
glow,,C2,verb,,
glow,,C2,verb,,
hang,"IN AIR",C2,verb,,
hop,ANIMAL,C2,verb,,
include,,A2,verb,,
fax,,B1,verb,,
fill,"TAKE SPACE",B1,verb,,
fill,"BE NOTICEABLE",B1,verb,,
find,"BECOME AWARE",B1,verb,,
forget,"STOP THINKING",B1,verb,,
gain,INCREASE,B1,verb,,
give,ALLOW,B1,verb,,
give,CAUSE,B1,verb,,
give,"ALLOW TIME",B1,verb,,
give,"PAY MONEY",B1,verb,,
guide,,B1,verb,,
have,CAUSE,B1,verb,,
have,HOLD,B1,verb,,
hide,FEELING/INFORMATION,B1,verb,,
hire,RENT,B1,verb,,
hold,CONTAIN,B1,verb,,
imagine,UNDERSTAND,B1,verb,,
imagine,"NOT REAL",B1,verb,,
face,PROBLEM,B2,verb,,
finance,,B2,verb,,
fine,,B2,verb,,
fool,,B2,verb,,
form,START,B2,verb,,
frighten,,B2,verb,,
generate,CREATE,B2,verb,,
grab,"TAKE QUICKLY",B2,verb,,
hang,KILL,B2,verb,,
hold,PRISONER,B2,verb,,
illustrate,PICTURE,B2,verb,,
imagine,SUPPOSE,B2,verb,,
how,QUANTITY,A1,adverb,Starters,Movers
fantastic,,A2,adjective,Starters,
great,EXCELLENT,A1,adjective,Starters,
fun,,A2,adjective,Starters,
funny,"MAKING YOU LAUGH",A1,adjective,Starters,
good,HEALTHY,A1,adjective,Starters,
good,PLEASED,A1,adjective,Starters,
good,PLEASANT,A1,adjective,Starters,
good,"HIGH QUALITY",A1,adjective,Starters,
green,COLOUR,A1,adjective,Starters,
grey,COLOUR,A1,adjective,Starters,
happy,SATISFIED,A2,adjective,Starters,
floor,SURFACE,A1,noun,Starters,
favourite,,A1,adjective,Starters,
good,KIND,A1,adjective,Starters,
happy,PLEASED,A1,adjective,Starters,
family,"RELATED PEOPLE",A1,noun,Starters,
good,SUCCESSFUL,A1,adjective,Starters,
here,"THIS PLACE",A1,adverb,Starters,
home,"TO PLACE",A2,adverb,Starters,
glue,STICK,C2,verb,Flyers,
feel,EXPERIENCE,A1,verb,Flyers,
important,VALUABLE,A1,adjective,Flyers,
frightening,,B1,adjective,Flyers,
foggy,,A2,adjective,Flyers,
group,MUSIC,A1,noun,Flyers,
gold,COLOUR,A2,adjective,Flyers,
hard,SOLID,A2,adjective,Flyers,
heavy,"WEIGHING A LOT",A2,adjective,Flyers,
heavy,"HOW MUCH",A2,adjective,Flyers,
high,TALL,A2,adjective,Flyers,
horrible,,A2,adjective,Flyers,
front,,B1,adjective,Flyers,
half,PART,A2,noun,Flyers,
gold,METAL,A2,adjective,Flyers,
fast,,A1,adjective,Flyers,
hard,DIFFICULT,A1,adjective,Flyers,
friendly,,A2,adjective,Flyers,
full,"NO MORE POSSIBLE",A2,adjective,Flyers,
full,COMPLETE,A2,adjective,Flyers,
full,"A LOT",A2,adjective,Flyers,
far,DISTANT,B2,adjective,Flyers,
hard,"USING EFFORT",A1,adverb,Flyers,
far,DISTANCE,A2,adverb,Flyers,
fast,,A2,adverb,Flyers,
group,SET,A1,noun,Flyers,
film,,B1,verb,Movers,
frightened,,B1,adjective,Movers,
famous,,A1,adjective,Movers,
hungry,,A1,adjective,Movers,
fine,WELL,A1,adjective,Movers,
ill,HEALTH,A2,adjective,Movers,
fine,"GOOD ENOUGH",A2,adjective,Movers,
huge,,B1,adjective,Movers,
fat,,A1,adjective,Movers,
fair,HAIR/SKIN,A2,adjective,Movers,
first,BEFORE,A1,adjective,Movers,
hot,"VERY WARM",A1,adjective,Movers,
first,IMPORTANT,A2,adjective,Movers,
first,BEFORE,A1,adverb,Movers,
fall,MOVEMENT,B2,noun,Movers,
fascinate,,C1,verb,,
feed,SUPPLY,C1,verb,,
fill,JOB,C1,verb,,
fit,SUITABLE,C1,verb,,
follow,"BE INTERESTED",C1,verb,,
foresee,,C1,verb,,
gather,THINK,C1,verb,,
grasp,UNDERSTAND,C1,verb,,
group,,C1,verb,,
head,FRONT/TOP,C1,verb,,
hit,REACH,C1,verb,,
hold,"JOB OR QUALIFICATION",C1,verb,,
host,,C1,verb,,
illustrate,DIAGRAM,C1,verb,,
imprison,,C1,verb,,
indicate,SHOW,C1,verb,,
fake,COPY,C2,verb,,
fake,PRETEND,C2,verb,,
fancy,SURPRISE,C2,verb,,
favour,,C2,verb,,
figure,THINK,C2,verb,,
filter,,C2,verb,,
form,BE,C2,verb,,
formulate,PLAN,C2,verb,,
formulate,SAY,C2,verb,,
found,BASE,C2,verb,,
grace,,C2,verb,,
greet,REACT,C2,verb,,
grip,EMOTION,C2,verb,,
grip,INTEREST,C2,verb,,
handle,TOUCH,C2,verb,,
hinder,,C2,verb,,
house,"PROVIDE SPACE",C2,verb,,
house,"GIVE HOME",C2,verb,,
imply,"MUST BE TRUE",C2,verb,,
incorporate,,C2,verb,,
incur,,C2,verb,,
indulge,"SOMEONE ELSE",C2,verb,,
fit,"CORRECT SIZE",B1,verb,,
float,"NOT SINK",B1,verb,,
follow,"HAPPEN AFTER",B1,verb,,
follow,UNDERSTAND,B1,verb,,
forget,"NOT DO",B1,verb,,
forget,"NOT REMEMBER",B1,verb,,
gain,GET,B1,verb,,
hunt,CHASE,B1,verb,,
fade,,B2,verb,,
feature,,B2,verb,,
feel,TOUCH,B2,verb,,
flash,SHINE,B2,verb,,
flood,"ARRIVE OR FILL",B2,verb,,
fly,"CONTROL AIRCRAFT",B2,verb,,
govern,,B2,verb,,
help,"MAKE BETTER",B2,verb,,
fit,SAME,C1,verb,,
flash,APPEAR,C2,verb,,
flatten,,C2,verb,,
gamble,"RISK MONEY",C2,verb,,
go,SOUND/MOVEMENT,C2,verb,,
hum,,C2,verb,,
indulge,YOURSELF,C2,verb,,
ghost,,B1,noun,,
god,SPIRIT,B2,noun,,
hell,RELIGION,B2,noun,,
hell,"BAD EXPERIENCE",B2,noun,,
haunt,GHOST,B2,verb,,
impolite,,B2,adjective,,
incredible,"VERY GOOD",B1,adjective,,
industrious,,C2,adjective,,
frozen,PERSON,B1,adjective,,
half,"A LOT",B2,noun,,
full,FOOD,B2,adjective,,
golden,METAL,A2,adjective,,
humour,MOOD,C2,noun,,
"fed up",,B2,adjective,,
fraudulent,,C2,adjective,,
imperative,,C2,adjective,,
formerly,,B2,adverb,,
handy,NEAR,C2,adjective,,
ill,BAD,C1,adjective,,
foremost,,C2,adjective,,
indeed,MORE,C2,adverb,,
heavenly,,C1,adjective,,
hot,EXCITING,C1,adjective,,
fire,"REMOVE FROM A JOB",B2,verb,,
faraway,"LONG DISTANCE",C2,adjective,,
incurable,,C2,adjective,,
illegal,,B2,adjective,,
impersonal,,C1,adjective,,
inedible,,C1,adjective,,
inclusive,,C1,adjective,,
illegally,,B2,adverb,,
impatiently,,B2,adverb,,
incredibly,EXTREMELY,B2,adverb,,
implicit,,C2,adjective,,
impatient,"EASILY ANNOYED",B2,adjective,,
impatient,"WANTING SOMETHING TO HAPPEN",B2,adjective,,
immature,,C2,adjective,,
inadequate,"NOT GOOD",C1,adjective,,
inadequate,"NOT ENOUGH",C1,adjective,,
inconsiderate,,C2,adjective,,
favourable,LIKING,B2,adjective,,
formidable,POWERFUL,C2,adjective,,
fatal,"CAUSING DEATH",B2,adjective,,
facial,,C2,adjective,,
grammatical,,C2,adjective,,
hierarchical,,C2,adjective,,
financial,,B1,adjective,,
global,,B2,adjective,,
hysterical,,C1,adjective,,
hypocritical,,C2,adjective,,
industrial,,B2,adjective,,
